epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.7930178642272949,0.48563000559806824,0.7996904850006104,0.36558645963668823
1,0.79454106092453,0.3578762412071228,0.8030068278312683,0.3501323461532593
2,0.8005601167678833,0.3512142300605774,0.8193676471710205,0.34667158126831055
3,0.8060141801834106,0.3478822112083435,0.8036701083183289,0.3429260551929474
4,0.8072670698165894,0.3461718261241913,0.8038912415504456,0.34278032183647156
5,0.8103871941566467,0.34542542695999146,0.825779378414154,0.342831015586853
6,0.8121314644813538,0.34515005350112915,0.8175989389419556,0.34172171354293823
7,0.8142443299293518,0.3449260890483856,0.8175989389419556,0.3418058156967163
8,0.8129422068595886,0.3448873460292816,0.8348441123962402,0.3432127833366394
9,0.8145636916160583,0.3448871076107025,0.8058810234069824,0.34171390533447266
10,0.815349817276001,0.34478551149368286,0.8211364150047302,0.34177330136299133
11,0.8145391345024109,0.34461772441864014,0.8069865107536316,0.3418366312980652
12,0.8141705989837646,0.3443021774291992,0.8262215256690979,0.3418797254562378
13,0.8144654035568237,0.34431445598602295,0.8217996954917908,0.34162747859954834
14,0.8163325190544128,0.34417805075645447,0.8297590017318726,0.34223708510398865
15,0.8144899606704712,0.34416571259498596,0.8237895369529724,0.3416294753551483
16,0.8156200647354126,0.34420254826545715,0.806544303894043,0.34190037846565247
17,0.8139986395835876,0.34395328164100647,0.8217996954917908,0.34149494767189026
18,0.8148093819618225,0.3438768684864044,0.8262215256690979,0.3417344093322754
19,0.8159886002540588,0.34392374753952026,0.8253371715545654,0.3416321575641632
20,0.8153989911079407,0.343874990940094,0.8220207691192627,0.3414197266101837
21,0.8145636916160583,0.3437954783439636,0.8156090974807739,0.34136292338371277
22,0.8145145177841187,0.3438684046268463,0.8313066363334656,0.34249168634414673
23,0.8157429099082947,0.34376296401023865,0.8266637325286865,0.34171000123023987
24,0.8143425583839417,0.3437527120113373,0.826000452041626,0.34163200855255127
25,0.815349817276001,0.3437272906303406,0.8054388761520386,0.341364324092865
26,0.8135318160057068,0.34367233514785767,0.8229051232337952,0.3412582278251648
27,0.8152761459350586,0.34368711709976196,0.8217996954917908,0.3412267565727234
28,0.8133352994918823,0.3436702489852905,0.8297590017318726,0.341874361038208
29,0.8153252601623535,0.34358909726142883,0.8266637325286865,0.34139174222946167
30,0.815300703048706,0.34355682134628296,0.8211364150047302,0.3411729335784912
31,0.8155709505081177,0.34344545006752014,0.8255582451820374,0.3413274884223938
32,0.8147847652435303,0.34333547949790955,0.8226840496063232,0.3411633372306824
33,0.8159886002540588,0.34337443113327026,0.8217996954917908,0.34105634689331055
34,0.8159148693084717,0.34327617287635803,0.8058810234069824,0.3410695791244507
35,0.8140231966972351,0.3433510363101959,0.826000452041626,0.34126922488212585
36,0.8167010545730591,0.3433556854724884,0.8191465735435486,0.34098178148269653
37,0.815300703048706,0.343299925327301,0.8151669502258301,0.3409615159034729
38,0.8164799809455872,0.3432069718837738,0.8052178025245667,0.34102192521095276
39,0.8146865367889404,0.3431936204433441,0.8220207691192627,0.34095072746276855
40,0.8148584961891174,0.3431697189807892,0.8220207691192627,0.34095609188079834
41,0.8147110939025879,0.3431650400161743,0.8231262564659119,0.34100574254989624
42,0.8163816928863525,0.3431602716445923,0.8237895369529724,0.3410143256187439
43,0.8151533007621765,0.34315136075019836,0.8220207691192627,0.3409636914730072
44,0.8152761459350586,0.3431306481361389,0.8251160979270935,0.34110328555107117
45,0.8166027665138245,0.34311115741729736,0.8229051232337952,0.34095147252082825
46,0.8157183527946472,0.34310391545295715,0.8220207691192627,0.3409019708633423
47,0.8152024149894714,0.34309837222099304,0.8246738910675049,0.34104400873184204
48,0.8182242512702942,0.3430955708026886,0.820030927658081,0.3409046530723572
49,0.8149813413619995,0.3430822193622589,0.8237895369529724,0.3409845530986786
50,0.8168238997459412,0.34306663274765015,0.8226840496063232,0.3409422039985657
51,0.8161360025405884,0.3430528938770294,0.8220207691192627,0.3409428298473358
52,0.8160868883132935,0.34304893016815186,0.8226840496063232,0.34094738960266113
53,0.8168484568595886,0.34304437041282654,0.8229051232337952,0.3408830463886261
54,0.8174135088920593,0.343031108379364,0.8220207691192627,0.3408665955066681
55,0.8171432614326477,0.34301039576530457,0.8220207691192627,0.3408696949481964
56,0.8183470964431763,0.34300121665000916,0.820030927658081,0.34082335233688354
57,0.8160868883132935,0.3430250585079193,0.8211364150047302,0.34087133407592773
58,0.8169221878051758,0.34301987290382385,0.8220207691192627,0.3408801555633545
59,0.8168730139732361,0.34300515055656433,0.8220207691192627,0.3408704698085785
60,0.8165290951728821,0.34301334619522095,0.8229051232337952,0.340875506401062
61,0.8184453845024109,0.34300780296325684,0.8217996954917908,0.34089353680610657
62,0.8170941472053528,0.34303346276283264,0.8217996954917908,0.3408419191837311
63,0.8161360025405884,0.34300297498703003,0.8217996954917908,0.34087634086608887
64,0.8170695900917053,0.3429994285106659,0.8211364150047302,0.3408699333667755
65,0.8168238997459412,0.34301668405532837,0.8211364150047302,0.3408721685409546
66,0.8169221878051758,0.34299227595329285,0.8211364150047302,0.3408691883087158
