epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.5054458379745483,0.7035466432571411,0.5059203505516052,0.6978808641433716
1,0.4684619903564453,0.6964702010154724,0.4424111843109131,0.6956812143325806
2,0.43806102871894836,0.6948778033256531,0.4822389781475067,0.6944201588630676
3,0.4870137572288513,0.6938358545303345,0.5005382299423218,0.6934463977813721
4,0.5049670934677124,0.6930338144302368,0.5414423942565918,0.6928332448005676
5,0.5852782726287842,0.6923290491104126,0.5435952544212341,0.6917790174484253
6,0.5418312549591064,0.6910649538040161,0.6415500640869141,0.6899400949478149
7,0.6317175626754761,0.6816115379333496,0.621097981929779,0.6648077368736267
8,0.6575703024864197,0.6446097493171692,0.6641550064086914,0.6538845300674438
9,0.7016158103942871,0.624110221862793,0.6835306882858276,0.6170003414154053
10,0.7042489647865295,0.6043505668640137,0.7018299102783203,0.609105110168457
11,0.6642729043960571,0.6326864361763,0.6361679434776306,0.6298348307609558
12,0.7113105654716492,0.5963998436927795,0.6846070885658264,0.6038649082183838
13,0.7127468585968018,0.5905546545982361,0.7029063701629639,0.5919331312179565
14,0.721364438533783,0.5819430351257324,0.6964477896690369,0.5994808673858643
15,0.7042489647865295,0.5948565602302551,0.7179763317108154,0.579443097114563
16,0.7200478911399841,0.5733252167701721,0.7050592303276062,0.5818300247192383
17,0.683782160282135,0.6121072173118591,0.7093648910522461,0.5905665159225464
18,0.7272291779518127,0.5732064843177795,0.712594211101532,0.5732463002204895
19,0.7133452892303467,0.5756931900978088,0.6910656690597534,0.5775480270385742
20,0.7247157096862793,0.5689539909362793,0.7050592303276062,0.5730785131454468
21,0.6872531175613403,0.5990945100784302,0.68568354845047,0.616167426109314
22,0.7073608636856079,0.5979498028755188,0.7136706113815308,0.57403963804245
23,0.7194494605064392,0.5676348209381104,0.6964477896690369,0.5680968761444092
24,0.7172950506210327,0.56423020362854,0.7029063701629639,0.5632485151290894
25,0.7195691466331482,0.5617815256118774,0.712594211101532,0.5606310367584229
26,0.7223219871520996,0.560825526714325,0.7136706113815308,0.5577797293663025
27,0.7271094918251038,0.5584737658500671,0.712594211101532,0.558558464050293
28,0.7219628691673279,0.5622581839561462,0.7190527319908142,0.5575071573257446
29,0.725553572177887,0.5572900176048279,0.7158234715461731,0.5512114763259888
30,0.7122681140899658,0.5672206282615662,0.6124865412712097,0.6461893916130066
31,0.6122082471847534,0.6311084032058716,0.5898815989494324,0.6354289054870605
32,0.6931179165840149,0.5539298057556152,0.7007535099983215,0.5458661913871765
33,0.7205266356468201,0.5217179656028748,0.6986006498336792,0.550502598285675
34,0.7381209135055542,0.5041340589523315,0.7233584523200989,0.52414870262146
35,0.7527229189872742,0.4888220429420471,0.7255113124847412,0.5240298509597778
36,0.7517654299736023,0.48897719383239746,0.7212055921554565,0.5246004462242126
37,0.7523638606071472,0.4898558557033539,0.7255113124847412,0.5229025483131409
38,0.7527229189872742,0.48888882994651794,0.7255113124847412,0.5228089690208435
39,0.73512864112854,0.5124698281288147,0.7244348526000977,0.524355411529541
40,0.7533213496208191,0.487682580947876,0.7244348526000977,0.5246385931968689
41,0.7518851161003113,0.4909069836139679,0.72658771276474,0.5244446992874146
42,0.7523638606071472,0.49340057373046875,0.7212055921554565,0.5766695737838745
43,0.7535607218742371,0.49294421076774597,0.7255113124847412,0.5239132046699524
44,0.7503291368484497,0.49631309509277344,0.7255113124847412,0.5250927805900574
45,0.7543985843658447,0.49333781003952026,0.7244348526000977,0.5242704153060913
46,0.7549970149993896,0.4969947338104248,0.733046293258667,0.5290419459342957
47,0.758228600025177,0.5262298583984375,0.7244348526000977,0.6853253841400146
48,0.7425493597984314,0.7114003896713257,0.7556512355804443,0.7300776243209839
