epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.7518917322158813,0.5448883175849915,0.8091974258422852,0.4554552137851715
1,0.8250294923782349,0.4234304428100586,0.8332964777946472,0.39397451281547546
2,0.8334561586380005,0.3852965235710144,0.8096396327018738,0.372973769903183
3,0.8352004885673523,0.3666987717151642,0.8587220907211304,0.3514291048049927
4,0.836993932723999,0.35565340518951416,0.859164297580719,0.34231576323509216
5,0.8372887372970581,0.34920427203178406,0.8425823450088501,0.3384266793727875
6,0.8365271091461182,0.3445678949356079,0.8573955297470093,0.3321234881877899
7,0.8380503058433533,0.3410949110984802,0.8618173599243164,0.32977408170700073
8,0.836281418800354,0.33981701731681824,0.8587220907211304,0.3288595378398895
9,0.8380994200706482,0.3372148275375366,0.8556268215179443,0.3263987600803375
10,0.837165892124176,0.33699843287467957,0.8613752126693726,0.3247036337852478
11,0.835593581199646,0.33640992641448975,0.8582798838615417,0.3240504264831543
12,0.8388119339942932,0.334480881690979,0.8025646805763245,0.3397521674633026
13,0.8365271091461182,0.3348577916622162,0.8585010170936584,0.3256581723690033
14,0.8356426954269409,0.32795464992523193,0.8545213341712952,0.31893661618232727
15,0.8418582677841187,0.3169657289981842,0.8578377366065979,0.3060348629951477
16,0.845027506351471,0.3102101981639862,0.8644704818725586,0.30077940225601196
17,0.8481476306915283,0.3042532503604889,0.8615962862968445,0.2966932952404022
18,0.8517590165138245,0.2987295091152191,0.8439089059829712,0.31232964992523193
19,0.8550511002540588,0.2962833046913147,0.8543002605438232,0.30016157031059265
20,0.8587362170219421,0.2936953008174896,0.8565111756324768,0.3003782629966736
21,0.8606770634651184,0.29133662581443787,0.8699977993965149,0.28770461678504944
22,0.8642639517784119,0.28858131170272827,0.8708821535110474,0.28660088777542114
23,0.8690546154975891,0.2843967378139496,0.8653548359870911,0.2843279540538788
24,0.8741401433944702,0.28043442964553833,0.8808313012123108,0.2775548994541168
25,0.8780218362808228,0.2752554714679718,0.8879062533378601,0.2749355435371399
26,0.8812893033027649,0.2716922461986542,0.8870218992233276,0.27108249068260193
27,0.8850972652435303,0.2675141394138336,0.8755251169204712,0.272817462682724
28,0.88671875,0.26427748799324036,0.888127326965332,0.2669994533061981
29,0.8876277804374695,0.2610795795917511,0.8921070098876953,0.2698609530925751
30,0.889568567276001,0.25902029871940613,0.8775148987770081,0.26725107431411743
31,0.8897159695625305,0.25680819153785706,0.8841477036476135,0.26093244552612305
32,0.8894703388214111,0.2556917071342468,0.8856953382492065,0.26023927330970764
33,0.890625,0.2542992830276489,0.8821578621864319,0.2661471664905548
34,0.8894211649894714,0.2545704245567322,0.8929913640022278,0.26215410232543945
35,0.890968918800354,0.25218328833580017,0.8806102275848389,0.27876004576683044
36,0.8901582360267639,0.25198209285736084,0.8801680207252502,0.25807422399520874
37,0.8906495571136475,0.25075024366378784,0.8808313012123108,0.26570284366607666
38,0.8900108337402344,0.25101637840270996,0.8826000690460205,0.26037371158599854
39,0.8913620114326477,0.24930135905742645,0.8916648030281067,0.25831151008605957
40,0.8909935355186462,0.24910271167755127,0.8947601318359375,0.2623533606529236
41,0.8896668553352356,0.24898162484169006,0.895423412322998,0.2606712877750397
42,0.892025351524353,0.24601958692073822,0.8828211426734924,0.25541073083877563
43,0.8928852081298828,0.24593770503997803,0.8786203861236572,0.2566918432712555
44,0.8922464847564697,0.2459031343460083,0.8839265704154968,0.2545086145401001
45,0.8937696814537048,0.2452506721019745,0.8799469470977783,0.2573406398296356
46,0.8926641345024109,0.2453930675983429,0.8766305446624756,0.2587724030017853
47,0.8923938870429993,0.245728000998497,0.8885695338249207,0.25559166073799133
48,0.893474817276001,0.244810089468956,0.8841477036476135,0.25443902611732483
49,0.8929097652435303,0.2447671741247177,0.8812735080718994,0.2558506727218628
50,0.8940398693084717,0.24281762540340424,0.8870218992233276,0.25615644454956055
51,0.8937450647354126,0.2430458813905716,0.8863586187362671,0.2555454969406128
52,0.8948260545730591,0.2422802746295929,0.8845898509025574,0.2525022625923157
53,0.8954402804374695,0.24203906953334808,0.8874640464782715,0.2513517737388611
54,0.8949980139732361,0.24186089634895325,0.8887906074523926,0.25102168321609497
55,0.8950471878051758,0.24067282676696777,0.8841477036476135,0.2511599659919739
56,0.8950963020324707,0.24025380611419678,0.8872429728507996,0.2509707808494568
57,0.8951700329780579,0.23948173224925995,0.8887906074523926,0.24997501075267792
58,0.895931601524353,0.2394413948059082,0.886579692363739,0.24899990856647491
59,0.8948506116867065,0.23869702219963074,0.8885695338249207,0.2481900006532669
60,0.8960544466972351,0.23871086537837982,0.8879062533378601,0.25030815601348877
61,0.8967669010162354,0.23831503093242645,0.888127326965332,0.2536994218826294
62,0.8963738083839417,0.23771962523460388,0.8885695338249207,0.24773377180099487
63,0.8968406319618225,0.23753313720226288,0.8896750211715698,0.24899572134017944
64,0.8957104682922363,0.23690371215343475,0.8839265704154968,0.2509300112724304
65,0.8968160152435303,0.23714135587215424,0.8892328143119812,0.24815250933170319
66,0.8966440558433533,0.23684634268283844,0.8876851797103882,0.24741919338703156
67,0.8968406319618225,0.23673543334007263,0.8896750211715698,0.24718064069747925
68,0.8969388604164124,0.23643426597118378,0.8892328143119812,0.24625597894191742
69,0.897209107875824,0.23610632121562958,0.8907804489135742,0.24720735847949982
70,0.89686518907547,0.23558944463729858,0.8876851797103882,0.24670836329460144
71,0.8963492512702942,0.23576819896697998,0.888127326965332,0.24523606896400452
